weather_severity,origin_congestion,dest_congestion,carrier_ontime_rate,cargo_priority_weight,days_until_eta,route_distance_km,disruption_occurred
9.352,2.7044,1.9045,0.8336,4,24.0843,7517.211,1
4.0271,9.6547,5.8724,0.7698,1,21.8488,7852.4267,1
4.0678,7.5717,3.2654,0.6294,5,14.0943,14303.5208,1
7.6955,5.1629,7.8547,0.7672,2,28.3476,546.5338,0
9.1429,3.3057,9.5863,0.6352,4,22.1361,9852.9255,1
3.8118,3.7072,8.0663,0.9119,2,28.35,12303.8689,1
1.302,9.7232,8.8377,0.7927,4,11.5639,5939.6227,1
7.2473,9.4485,3.3359,0.7638,1,18.8493,4826.3354,1
1.8393,9.0926,4.9416,0.6744,4,10.1305,13516.5438,1
7.3159,1.7613,6.6526,0.598,4,3.0295,13973.5803,1
2.5977,3.0352,2.0422,0.8057,5,28.7096,4163.9815,0
7.2603,4.5866,2.0273,0.6705,2,10.4978,10825.365,1
1.3518,3.9896,4.4521,0.9837,1,25.8194,2762.707,0
1.5019,6.0847,9.1466,0.9064,3,4.3911,14842.6286,1
2.7454,7.3891,9.2144,0.9279,1,24.3149,12583.4628,1
9.1977,5.9633,6.7673,0.8046,2,18.7866,3430.9933,1
2.3013,7.8826,2.8619,0.7544,3,20.361,11926.2553,1
6.8347,5.6284,9.7456,0.7683,5,9.6631,1005.7433,1
5.1172,7.9439,4.0148,0.6108,3,24.9617,9414.4095,1
9.9626,5.8327,4.0231,0.7888,4,19.109,4009.1613,1
8.8742,6.8083,2.3898,0.7758,2,29.1184,10893.7548,1
4.9703,4.7728,8.9078,0.8663,1,4.8657,12684.0058,1
9.4099,6.4554,9.0422,0.9592,2,26.6025,2028.4311,1
6.3702,3.9797,1.7118,0.9269,3,12.0879,6164.2343,0
7.164,6.5204,7.7896,0.6428,1,4.2899,14218.2264,1
2.3267,5.8276,8.5775,0.5795,3,5.888,3580.1739,1
3.9205,2.6283,5.0587,0.7262,3,9.4102,5654.1371,0
3.9118,3.351,5.659,0.6978,5,25.8183,14282.2464,0
7.9625,8.734,4.4829,0.5721,2,17.8062,8455.5016,1
5.8589,6.4546,6.2019,0.8235,5,26.1229,4915.607,0
1.0099,1.349,8.0955,0.8051,1,17.5615,5803.9362,1
4.1084,6.7939,1.9476,0.7989,5,18.9075,3216.2271,1
7.9423,5.1845,2.746,0.7846,5,26.4896,5280.9139,0
9.7275,2.9837,2.8256,0.7204,4,14.0157,5512.1111,1
6.2044,4.1808,5.8667,0.5945,2,28.1619,10594.3392,1
1.9356,3.0192,4.3639,0.9553,2,21.3798,8040.9271,0
8.0341,7.9346,8.0237,0.8536,3,22.9794,6625.3325,1
2.596,1.8747,7.0456,0.5993,3,9.7314,4437.5778,1
5.6284,4.1547,2.3115,0.6814,4,21.246,765.3011,0
4.4999,5.8065,8.9209,0.7677,2,26.8107,7526.7478,1
7.6939,3.0833,9.4635,0.829,3,28.2624,10730.5851,1
8.0976,1.0937,2.7127,0.7671,1,9.922,4028.3086,1
7.0748,3.6852,3.554,0.9567,1,5.5879,6951.9385,1
4.8227,7.3694,6.7601,0.9338,3,6.7996,1505.5881,0
8.4176,1.7631,6.4008,0.6606,1,27.4546,8168.939,1
8.8457,4.8508,4.9477,0.7187,4,26.9641,14522.1019,1
7.9439,2.8112,3.1787,0.886,2,2.0087,4592.3229,1
4.658,8.5519,2.7154,0.9389,5,20.133,524.3533,1
9.5184,8.3155,1.6052,0.6839,1,27.9131,7309.4438,1
8.0562,7.3493,5.2874,0.9116,5,4.7526,12088.4028,1
8.0238,1.8024,9.7211,0.8945,3,5.573,11688.7923,1
5.6553,2.5818,2.2722,0.6665,2,19.1027,12596.7,0
6.6409,3.7464,7.4676,0.747,4,7.1761,2653.4513,0
3.3014,8.9521,7.4203,0.6225,2,19.8285,4080.8431,1
9.5336,9.339,1.6473,0.7273,5,19.7248,6360.8771,1
6.2964,9.2007,9.2031,0.661,3,1.7827,5812.932,1
6.5587,6.9965,2.5112,0.5867,4,22.3654,1874.1314,1
3.0021,7.8365,7.0769,0.5811,3,17.251,1182.1226,1
4.5274,1.7503,4.982,0.7591,1,9.6921,4807.3795,0
3.3971,3.5976,7.2363,0.7333,4,5.4942,1519.8371,0
3.3074,3.6721,1.2397,0.8664,4,5.6459,7214.0199,0
4.4827,7.2057,9.6556,0.7071,2,3.0814,3657.8177,1
7.81,2.8879,3.5551,0.7155,5,23.6831,7647.9975,1
9.199,2.6689,7.9467,0.6275,3,5.8974,7894.3146,1
1.6491,8.619,7.004,0.8318,1,4.8752,11173.0789,1
9.7767,2.4352,8.5108,0.8066,5,14.3855,9334.3382,1
3.5791,9.9157,8.5713,0.5822,3,21.0977,1039.1701,1
2.096,8.622,4.1229,0.974,1,9.5346,1033.8466,1
8.4993,2.6887,3.9126,0.7793,4,15.5961,4358.8055,0
4.4058,2.4374,5.1413,0.9646,4,11.075,6178.7181,0
8.6983,7.2869,8.0443,0.8752,3,3.0173,3144.1939,1
1.9976,8.1238,5.5209,0.8709,5,13.2115,11388.7082,1
5.3512,2.0223,9.5122,0.7151,2,27.6618,13331.6577,1
3.1546,4.4226,5.4242,0.5633,3,23.2801,10267.3149,0
8.3118,5.8605,3.9795,0.7203,2,28.1796,5252.571,1
4.2888,9.3801,2.4641,0.982,3,11.4224,12096.7994,1
2.9715,5.9619,8.5503,0.9584,2,9.4135,12955.0221,1
1.3519,3.498,3.8441,0.5886,1,22.2476,9818.1478,1
1.1141,6.0054,1.3984,0.6889,2,19.5983,3561.566,0
6.8765,1.767,9.9501,0.8254,2,5.7292,14230.0357,1
1.5047,1.9966,4.7054,0.8796,4,29.1557,12363.435,0
5.8507,7.0045,7.3049,0.7809,1,8.4619,7835.423,0
4.1488,4.9105,6.9141,0.8412,1,24.972,7492.2985,0
7.8887,9.142,4.2926,0.6636,5,21.2619,14510.3174,1
7.6634,1.6205,3.1717,0.647,4,12.27,9770.358,1
3.5642,2.7705,5.1969,0.6741,1,7.7506,9823.0184,0
9.4856,5.9253,7.9873,0.9074,4,13.5931,14534.3399,0
7.907,9.4012,4.5905,0.8339,4,27.6807,9145.6867,1
7.0458,4.3306,5.6025,0.9237,4,1.7965,11708.4036,1
5.2391,5.9039,7.0845,0.824,1,26.1112,4621.8582,0
3.0477,5.0723,9.2885,0.8665,2,14.2354,7721.2763,1
2.2046,9.6552,5.466,0.5555,5,27.0325,6696.4948,1
6.2621,4.5574,4.3566,0.8942,2,4.0652,4736.2509,0
4.5241,6.003,9.1966,0.7903,3,6.6646,8518.228,1
8.4413,8.5831,7.1974,0.5599,4,26.5997,4467.6132,1
4.3648,9.0175,4.1832,0.7028,4,6.7132,13037.9323,1
4.8172,5.0679,9.4536,0.9856,2,16.353,5484.6686,1
2.693,1.192,9.9014,0.8259,2,23.7128,13153.8965,1
6.3535,1.8126,7.4009,0.8918,3,23.5793,7740.6255,0
8.3996,5.0575,5.7108,0.8491,4,11.6279,13658.1781,1
8.7297,1.9843,8.1125,0.5853,4,11.3356,3791.2536,0
4.8904,9.8696,6.1684,0.8311,4,23.3943,12653.4377,1
8.2305,3.8446,9.5556,0.9116,3,24.8102,1347.6112,0
2.0611,6.2949,8.9774,0.9079,2,13.5658,6522.0631,1
9.3112,2.463,7.9808,0.8968,5,21.2048,12575.9309,1
2.5759,8.2952,4.4135,0.6415,4,6.7841,8685.0883,1
2.5689,2.7411,6.2342,0.9661,2,26.7397,1147.9088,0
7.1954,5.0387,4.7989,0.6031,3,28.9872,8980.6886,1
7.5193,5.2182,9.7027,0.5821,5,24.9717,8373.9185,1
7.9098,7.734,3.2998,0.707,1,26.4754,6036.9611,1
5.3872,1.9676,1.3796,0.7399,4,11.0704,2904.9095,0
2.8019,1.284,3.9501,0.7566,5,26.6381,8242.5225,0
6.567,2.3503,8.7607,0.9309,1,1.5346,6080.5645,1
7.4894,6.6157,5.3049,0.7488,1,9.6102,2465.1567,0
5.5684,9.4644,2.898,0.6755,2,1.037,5989.2083,1
5.9451,8.6318,2.5568,0.9567,1,9.1368,11004.3103,1
9.949,6.7782,1.2477,0.8413,5,4.5047,7589.6762,1
2.1194,9.6007,5.3507,0.6146,1,8.6916,10598.793,1
9.8184,4.5752,4.2831,0.8181,1,22.6847,10278.0731,1
4.6573,4.7362,5.9124,0.8509,2,13.2357,6411.8083,0
7.8533,2.3781,9.8273,0.9182,5,11.9085,1412.9355,0
1.9043,8.7201,7.3819,0.7099,5,27.8722,12540.0499,1
3.3421,5.9558,9.0365,0.7831,1,21.1566,6249.635,1
9.8585,6.0267,3.3406,0.7453,1,29.7356,7292.0411,1
3.7225,2.8687,3.8049,0.9012,4,24.8583,5961.009,0
1.804,9.6579,4.5859,0.5885,2,29.6479,3919.5105,1
6.585,1.089,9.2528,0.9686,5,15.0152,6076.3259,0
2.7489,8.2264,4.5286,0.9245,5,21.4856,14617.0979,1
4.4064,5.2838,1.305,0.8556,1,22.1526,9489.9245,0
5.8164,9.3695,1.5563,0.5582,3,19.174,1768.9868,1
5.231,2.6796,8.739,0.8143,2,1.2845,2371.8592,1
1.7878,6.0521,6.2714,0.8896,2,14.8657,2110.3177,0
4.9466,4.5421,8.8209,0.7662,2,6.3872,2058.3481,1
9.3148,7.5481,7.2953,0.9727,5,10.0551,1291.8544,1
6.1028,8.2457,6.2288,0.816,2,5.6287,4336.5614,1
8.8787,3.2932,8.7126,0.562,4,13.5316,13613.8827,0
4.1104,6.6659,7.2408,0.6091,5,15.2301,6081.8122,1
8.3726,4.4799,5.9657,0.8794,5,5.8725,12152.9223,1
6.292,3.6516,2.5887,0.5827,1,21.5422,2971.6839,1
7.6238,8.0191,1.6936,0.6269,5,19.5156,8509.8839,1
9.5981,9.4578,1.0189,0.7675,1,6.792,3747.4223,1
3.7623,8.7588,2.346,0.6667,1,26.7722,10518.8347,1
1.5326,3.0095,4.2744,0.8872,5,6.4172,7433.5706,0
2.6817,8.9639,8.5786,0.8768,2,18.4393,10645.9378,1
7.713,9.5781,6.5379,0.8828,1,27.0046,13384.5436,0
4.9376,9.2276,6.8448,0.6503,1,6.251,6751.318,0
5.4025,4.4761,7.213,0.6296,4,2.551,2601.7682,1
1.3407,2.4906,2.4582,0.5573,2,1.3846,3494.2502,1
7.8781,9.6781,6.2083,0.6837,2,19.4824,12639.8576,1
8.2689,9.0855,8.5893,0.8941,2,29.689,10321.1323,1
5.6452,2.5076,1.4833,0.9117,1,7.6805,7208.4807,0
5.6753,8.3479,5.7622,0.9591,1,7.101,14165.147,1
3.7238,8.6807,5.5672,0.8451,5,26.9998,11252.9659,0
7.6711,5.3572,7.0665,0.7519,4,9.1699,10911.3337,1
7.6342,6.4569,5.1627,0.8945,2,11.8198,12710.7824,1
6.5596,1.5908,9.2383,0.692,3,28.5073,3773.8744,1
5.145,6.8381,3.2524,0.846,3,24.4508,2260.9765,0
3.2747,9.5091,7.0399,0.6403,3,2.202,5908.5714,1
5.5564,4.2631,3.9818,0.578,5,16.2246,2707.3682,1
4.9935,9.9697,9.0285,0.8423,3,16.5275,4029.1927,1
8.516,8.0741,8.804,0.812,3,20.5524,6254.9785,0
7.7091,7.1241,8.4195,0.699,4,26.06,14612.7465,1
9.5137,7.827,5.923,0.8777,4,16.5703,5844.3483,1
5.2442,1.7172,8.5931,0.5993,1,23.9999,2691.725,1
5.6819,8.8328,5.323,0.8936,3,13.2208,11639.5635,1
4.7712,7.2317,8.2585,0.9336,3,20.6585,1562.4953,1
2.0339,6.5311,5.4415,0.8282,3,10.8946,9189.6256,0
8.4864,8.8514,3.1487,0.561,4,2.8908,12140.2486,1
2.0314,6.879,8.0359,0.9716,3,5.7545,5141.4321,1
4.682,9.2462,5.1764,0.8138,1,12.099,13746.223,1
3.6679,9.9861,9.2113,0.8525,1,23.3413,7449.7929,1
5.8012,6.0769,2.834,0.8694,2,10.5532,9235.7757,0
8.4278,4.2518,9.4287,0.9778,2,6.5324,1503.121,1
4.6762,6.3784,9.1658,0.6364,2,6.3185,6521.7971,1
4.2037,4.7659,5.4665,0.7773,2,20.0512,7703.3255,0
5.3372,2.4209,1.4819,0.6512,5,29.9172,12914.1371,0
5.9389,3.4569,5.1884,0.5989,4,22.0063,6669.3098,1
9.3627,4.2344,2.9617,0.8136,2,16.1076,768.1773,1
3.3971,4.8933,6.38,0.6819,3,21.1183,13988.3995,0
4.7604,5.6598,6.3464,0.8702,2,10.8619,2842.1557,0
6.2368,1.049,6.6324,0.7935,1,3.8432,10194.1193,0
2.5737,6.8572,6.1095,0.8698,1,27.6866,1019.0026,1
4.1848,4.8525,6.8208,0.7469,2,20.3023,8285.2967,0
4.672,1.4291,5.9057,0.739,5,4.133,12859.3228,0
7.9154,9.3411,7.8017,0.9864,4,20.6392,14652.7583,1
6.3337,9.5118,1.2887,0.9748,1,15.8499,5001.0601,1
5.4459,5.3902,4.1876,0.6536,1,15.8652,8169.2483,0
8.4829,1.5756,3.0134,0.6226,5,10.0699,6392.8339,1
3.0121,9.6084,4.8014,0.9132,1,28.6708,13211.4184,1
2.3213,9.0956,8.0885,0.769,5,20.0709,14996.1561,1
8.6782,2.5689,5.8112,0.5805,1,24.5679,5176.7319,0
5.0804,6.4939,4.1646,0.8321,1,8.6922,14975.8595,0
4.7769,1.4615,3.9954,0.6119,2,2.021,4205.9761,1
9.2168,9.6981,4.6358,0.7767,3,22.0575,3363.4191,1
4.4695,8.7356,3.4643,0.7726,5,10.4018,6342.1648,1
8.7892,5.2916,3.2347,0.9623,1,7.4591,599.9948,1
4.4303,4.6452,8.9334,0.6537,2,11.6132,11300.6851,1
9.836,9.1795,6.7008,0.9053,1,18.1962,673.2141,0
1.8079,6.2891,2.2078,0.7648,5,3.9612,7678.1085,0
1.8795,4.4778,4.7449,0.7337,2,14.0669,7657.0823,0
7.9047,3.1213,6.9365,0.6359,4,21.4121,1675.5752,1
9.6449,8.7404,4.1637,0.6656,2,4.6546,10375.0496,1
3.7047,7.8666,4.6409,0.5657,5,15.1218,11843.0703,1
6.1944,6.1799,9.2272,0.5901,2,12.0374,9293.9057,1
1.8834,1.9111,1.8692,0.8959,3,19.0431,13818.9445,1
3.7974,5.5863,6.4489,0.7267,4,1.2258,4125.2907,0
3.4376,3.4492,8.7277,0.9487,5,24.9107,14384.444,1
4.8558,8.9007,1.5985,0.6582,1,2.3166,1687.5728,1
2.2015,6.5113,8.9409,0.5612,1,11.3621,7499.518,1
7.464,3.4328,1.2092,0.615,1,14.3114,11766.7621,0
3.705,3.3019,2.6869,0.7778,2,9.6164,13039.7925,1
6.3903,6.8866,5.169,0.8701,4,7.1192,2100.5705,0
9.6419,2.3415,1.3553,0.8593,2,10.1461,1943.5783,1
7.6196,5.5102,5.1972,0.8043,5,27.387,9088.6191,1
8.8027,7.1446,9.1694,0.6217,5,10.2448,4079.3348,1
6.7187,6.5654,4.0651,0.6886,1,29.1134,4098.1005,0
3.6004,5.9284,2.1444,0.6762,1,29.5568,7933.6231,0
4.6395,1.2932,8.66,0.8361,3,9.7074,2736.0172,1
8.9707,1.4483,8.8001,0.7179,2,8.1985,7704.8314,1
6.1658,1.4388,3.9376,0.7064,1,16.3463,514.4889,0
6.1553,5.6852,3.9909,0.7028,3,27.0132,10074.7252,0
9.2278,4.5007,3.1504,0.5702,3,14.7493,11019.4812,1
6.4743,4.1869,8.7404,0.7913,3,2.5719,1917.6736,1
3.488,9.9913,2.6403,0.7095,3,19.3995,10310.0136,1
3.4834,8.9682,6.3053,0.5591,2,13.4066,4047.2399,1
3.6923,2.3913,1.9236,0.5627,3,9.6444,8773.471,0
6.641,9.4873,6.6825,0.7211,4,11.4251,13648.2461,1
2.9166,6.5821,4.6973,0.7423,2,9.9871,2302.1343,0
1.4848,7.6819,5.4368,0.9739,5,2.1578,5702.4617,0
2.7285,9.997,8.249,0.6349,5,29.6376,14838.9417,1
7.2825,7.1749,7.4659,0.7943,1,20.7767,14978.4066,1
5.4019,2.7205,7.5408,0.9754,5,1.7568,987.3849,1
5.4952,9.6108,6.4125,0.9116,1,25.9071,10524.0261,1
9.3133,9.2534,7.2422,0.7332,4,28.302,7885.4203,1
9.3785,8.4055,9.4432,0.7408,1,18.3249,3600.1607,1
1.5942,2.6194,2.2624,0.6791,1,4.1344,13734.7648,1
3.744,9.962,3.0719,0.7157,5,15.9832,8056.9027,1
3.207,8.8813,3.2332,0.6893,2,25.8635,3080.0734,1
5.6552,1.8133,9.2245,0.8891,3,16.115,8780.3352,1
1.1594,2.8402,8.5594,0.5655,1,4.2379,10947.4014,1
6.9076,9.6383,8.7588,0.5766,1,15.2448,7858.6805,1
4.2778,4.1853,4.1105,0.8254,1,24.9379,14019.4979,0
7.088,4.3921,8.8351,0.6824,4,23.9488,2508.9782,1
4.7071,5.2973,7.3575,0.914,1,3.5178,7768.449,1
8.9855,6.7981,4.5373,0.6712,1,6.884,5163.4513,1
3.3279,9.5806,5.7347,0.708,4,8.7115,5892.269,1
7.7014,1.812,5.395,0.807,1,1.1938,11753.3327,1
9.9231,4.6908,4.4641,0.9435,4,6.7394,4231.4939,1
5.9201,6.471,6.5588,0.5611,1,27.8021,2943.2013,1
9.2235,1.6504,2.1929,0.7534,1,12.2844,6269.0807,1
4.3591,6.2397,9.788,0.7572,4,9.5795,2112.1164,1
5.5264,5.5114,2.5718,0.763,2,29.8787,7551.4283,0
9.9816,2.337,9.8339,0.8237,1,20.1218,13354.7264,1
5.2556,7.5128,8.6434,0.8455,2,13.5438,2105.3803,0
4.7579,9.7601,7.8351,0.8441,5,19.2268,13560.2282,1
1.6781,2.3748,8.8573,0.8536,2,14.0912,9119.3518,0
4.1536,9.2378,4.0974,0.8098,2,26.3311,3559.6053,1
6.4309,5.6924,1.418,0.9261,5,5.6839,4472.1732,0
6.3321,4.2425,2.4027,0.5762,5,13.9282,10146.1137,1
9.1862,9.4961,4.5089,0.6422,3,12.1053,7473.8352,1
8.662,6.1089,3.2446,0.5866,1,28.5199,5898.867,1
7.4735,9.808,6.6252,0.591,5,11.3066,8337.855,0
2.7587,8.1805,7.5537,0.7818,4,1.9597,10029.0368,1
3.0898,3.1345,4.3429,0.5815,5,10.5317,2893.1782,1
3.3807,7.1412,3.5755,0.7478,2,3.3191,6330.8629,0
1.5033,8.4984,1.7797,0.8827,2,25.0887,4533.8582,0
5.3282,1.5098,1.8903,0.5846,2,28.5107,6864.6039,1
3.4813,4.0899,3.4649,0.9156,3,26.0353,2275.5529,0
7.8371,3.0862,6.772,0.5522,4,10.8221,14770.6685,1
5.1,4.3198,5.7762,0.9717,3,22.3633,1566.5063,0
9.7524,9.0357,4.1784,0.8298,1,23.9299,2603.2074,1
3.255,1.6889,2.9501,0.5733,1,14.9249,1849.154,1
9.2006,2.4413,9.7148,0.9089,2,18.6125,14780.7896,1
3.5562,2.8039,1.8893,0.7284,3,3.3589,4589.71,0
8.4435,5.9251,1.1404,0.6967,1,1.8091,5214.6956,1
7.6213,8.2415,6.9827,0.8164,2,1.5512,14753.1975,1
6.5428,7.239,7.2645,0.8101,5,14.4282,8358.0779,0
3.9623,6.1854,1.7178,0.5943,5,26.6512,819.5357,1
9.309,5.1334,7.6699,0.6967,3,21.1285,13993.2995,1
8.6283,1.6061,8.9312,0.7408,1,20.5899,8126.4529,1
5.4304,8.4714,5.8147,0.602,4,16.962,835.245,1
9.9424,8.4655,2.3136,0.777,4,18.7469,12220.6007,0
8.7517,9.5312,3.596,0.8578,3,28.265,6285.0029,1
6.018,1.805,5.889,0.8321,1,12.0351,11859.8415,0
9.8576,5.8158,2.7974,0.775,1,17.2254,5145.5458,1
6.5333,4.634,4.7019,0.7148,1,21.179,6019.3325,0
1.2186,2.7281,9.8896,0.9784,3,28.9613,10452.238,1
6.5173,8.0122,4.4436,0.8222,4,3.7576,3688.0655,1
6.7083,8.3721,5.1758,0.57,4,16.8634,4738.0276,0
2.3127,7.591,8.9608,0.9644,2,7.4142,11523.6504,1
5.8244,7.0921,2.7019,0.6393,1,27.1639,11091.8939,1
8.4197,3.4746,6.1642,0.9347,2,22.387,6626.1881,1
9.6517,2.3556,8.026,0.7998,3,6.8882,6674.6016,1
1.0499,6.0886,8.7081,0.6377,4,4.7531,12128.0284,1
1.3616,4.5721,4.3174,0.6706,5,19.7775,5775.3318,0
2.925,1.1489,5.1113,0.8431,4,23.4832,5930.1036,0
7.201,1.5468,5.5595,0.8594,2,1.1155,6309.6797,1
6.073,5.6468,8.6978,0.9562,1,9.0697,8894.5425,1
2.3407,3.6871,5.0135,0.8228,1,27.393,14085.9407,0
9.5263,9.6502,5.0678,0.8209,1,2.0357,11449.3943,1
1.0138,7.2353,5.7758,0.7866,2,29.6833,8885.3051,0
8.7861,5.3939,7.9036,0.9642,4,14.8066,12993.6926,1
2.5138,7.6979,7.1751,0.9832,3,8.2128,1144.2274,0
6.5857,2.9542,2.2841,0.5595,2,29.8998,7340.3891,1
8.3517,1.3198,2.6595,0.8712,3,5.2632,847.3649,1
2.9372,7.2264,5.6267,0.6037,5,2.7586,11757.5183,1
9.232,1.9417,8.4065,0.8943,2,26.5571,14020.2961,1
3.7647,1.2242,8.7753,0.7917,4,19.4714,10440.4389,1
8.2836,4.5693,4.3189,0.7939,5,28.8384,4562.0594,1
7.3107,3.6898,6.8994,0.6636,2,5.951,2979.3263,1
9.7343,3.2857,8.35,0.5537,4,9.0811,7195.443,1
9.9666,7.6444,8.0369,0.6788,4,11.4928,12363.9872,1
8.2097,9.2312,9.7091,0.7292,1,27.4568,4413.3982,0
1.6317,7.0158,8.2942,0.6191,3,21.4118,14875.4498,1
1.9458,7.2159,1.475,0.7248,1,1.6663,14097.6211,0
6.8438,7.4834,4.6783,0.6297,4,17.2691,7300.1013,1
2.4083,4.4171,1.6249,0.6873,1,27.6214,2396.4383,0
2.6381,4.2157,9.1283,0.6807,3,24.1239,12948.5078,1
3.5685,9.5441,8.2762,0.8778,4,6.0137,4517.6356,1
5.1215,8.032,8.234,0.847,1,16.2194,8556.3236,1
4.907,1.4282,3.405,0.6125,2,13.8445,14000.9259,1
5.2798,6.1909,1.6856,0.742,4,6.7989,10625.7524,0
1.6663,2.3013,1.8236,0.6725,4,20.0273,11714.0858,0
9.6907,6.972,8.392,0.8129,5,1.2899,1330.9266,1
2.9952,6.0735,2.5565,0.6004,2,22.0891,2573.1384,1
4.7448,9.0972,6.9893,0.8003,2,25.0997,5061.1808,1
8.3264,1.8754,7.5188,0.6779,1,9.125,7764.3487,1
6.1425,8.4019,3.3724,0.6671,3,23.8143,13497.8119,1
4.2737,3.7697,9.2486,0.646,4,3.3055,7758.8383,1
2.2551,9.2834,4.471,0.656,4,11.344,8884.8619,1
6.5765,6.3786,3.839,0.7281,3,13.1388,5990.9531,0
4.3942,9.4196,8.2397,0.9743,1,7.3725,10687.9741,1
9.252,7.8797,8.0612,0.9703,1,7.1627,4875.4678,1
1.9955,9.9433,3.3027,0.7054,2,26.2951,4613.5707,1
7.2206,2.1989,3.7555,0.5918,1,9.2376,7948.5368,1
6.5881,8.5298,4.0092,0.771,5,28.7421,3282.5766,1
7.8724,4.6029,1.5158,0.812,1,16.571,3790.0473,1
2.8405,5.1155,7.7657,0.566,4,29.7244,3641.1624,1
1.1532,1.4449,4.2213,0.9762,5,10.6251,10039.1839,0
9.9905,3.4515,9.6611,0.5994,4,29.3363,1041.8153,1
6.4685,3.685,9.7179,0.6157,1,20.2928,8633.606,1
1.0232,2.7208,8.1197,0.6138,1,11.4364,13701.1817,1
6.5279,9.2186,4.3154,0.8912,3,3.0331,10570.3133,1
4.5228,3.9039,8.2147,0.7168,1,4.4244,1750.7769,1
7.9042,2.8416,5.9314,0.8451,2,21.1222,3415.8482,1
1.6372,3.5825,9.7781,0.856,5,4.5124,8903.3973,1
6.8889,4.0414,3.8039,0.928,5,4.499,1416.3784,0
8.7362,9.0776,4.6758,0.7694,2,12.0022,2214.1367,1
1.1304,2.099,2.8808,0.9164,3,11.1528,13040.0184,0
6.6436,6.3896,9.3424,0.6484,2,20.2615,2701.3549,1
8.7568,8.0059,9.7323,0.9449,2,9.999,4199.6341,1
4.4162,4.494,8.4535,0.599,2,27.7403,12179.0535,1
1.7044,3.0429,3.4839,0.9284,1,23.1288,532.0724,0
3.623,7.5505,7.26,0.5541,5,8.9815,8589.375,1
5.0657,2.9788,2.8008,0.9493,1,14.9065,7977.9391,0
8.6529,2.6997,3.1201,0.9727,2,28.6129,13673.2922,1
8.8392,4.1513,5.5127,0.8464,4,20.2326,6104.5681,1
4.0249,3.9513,5.5959,0.6551,4,17.1988,14573.2105,0
8.2835,1.794,2.7885,0.9893,3,23.2512,7554.0192,0
4.0427,5.3136,2.8516,0.8591,5,2.7933,13053.0462,0
9.6015,7.0555,3.8238,0.9804,2,12.2158,6355.5087,1
9.2148,2.9234,6.4166,0.7279,2,21.0056,6249.6368,1
6.1962,4.0062,5.4045,0.6019,1,6.2659,4666.4757,1
4.2273,8.4245,7.6824,0.944,2,17.531,2837.1679,1
2.5316,8.4397,7.9501,0.9508,5,26.7197,2245.8315,1
4.7501,7.6884,7.8362,0.7181,3,2.559,8551.3088,0
3.7453,5.1831,1.1678,0.6735,1,6.9634,5389.6585,0
9.408,6.5611,6.3,0.6183,3,27.9597,3860.937,1
1.3997,5.9167,3.8105,0.8834,2,18.1257,3732.2138,0
9.4275,6.5948,1.2386,0.8579,4,6.6937,10700.2639,1
1.9868,2.2359,3.661,0.9558,5,20.9359,7325.7733,0
3.3079,4.2391,7.4496,0.8623,1,25.9385,10124.5605,0
8.5499,5.8824,5.5395,0.9132,3,17.8924,7384.8453,1
8.8934,9.3352,2.0257,0.8277,5,19.5815,4775.17,1
3.5615,8.5079,9.0378,0.7527,1,17.4129,11041.2538,1
9.5652,2.0948,7.7413,0.6658,2,12.5786,4998.1201,1
2.4471,1.8682,5.8814,0.9889,3,2.2577,11714.5065,0
5.0246,7.2723,6.0093,0.9759,1,20.8315,11894.5668,0
6.8428,4.1759,8.7033,0.6088,5,8.4944,4304.4024,1
9.575,9.756,6.7521,0.7731,1,8.6743,5226.5563,1
9.7872,9.3364,8.8034,0.8175,3,4.3608,2083.2977,1
9.9222,9.1237,7.7661,0.8309,3,24.5131,13981.0688,1
7.7543,7.6931,4.5238,0.6046,5,7.3131,11762.4551,0
5.1284,7.3821,2.7356,0.7494,1,20.0214,2864.714,1
8.0751,2.6669,7.5945,0.6104,2,29.3753,14767.4682,1
8.0249,9.7599,9.3451,0.827,4,29.6087,9477.6342,1
6.602,8.7169,9.1022,0.9718,2,21.3623,5927.7317,1
4.2942,5.5578,5.1931,0.6525,3,18.2652,11956.3258,0
6.9995,5.6155,5.6568,0.6883,3,5.5403,2957.7532,0
4.9499,8.0804,2.6384,0.8275,5,9.2207,8624.3988,1
3.8291,3.564,2.4197,0.5667,3,22.1324,7778.8611,1
9.4003,8.5611,8.815,0.8042,2,18.4117,10024.3074,1
6.0691,5.0314,3.2362,0.7111,2,14.2225,12735.6019,0
2.9396,2.8549,1.0317,0.5827,1,18.6441,12962.7104,1
9.9188,8.8777,5.293,0.7393,2,18.267,5925.7774,1
4.5369,4.7259,1.6351,0.7031,4,19.4239,12648.0242,0
6.0175,4.3879,5.4714,0.9093,1,7.8662,736.4354,0
3.1901,8.7275,4.8472,0.8605,2,12.1934,7914.7162,1
7.1275,4.0021,5.5238,0.9495,1,10.6766,14525.4604,0
6.6412,4.659,5.9158,0.6303,5,15.9129,7301.6241,1
5.0151,5.1593,8.9797,0.5755,2,26.4503,1803.1868,1
8.7906,9.4807,6.013,0.9039,4,1.8135,3916.2553,0
1.7777,6.2943,7.0437,0.8547,4,8.482,718.8718,0
1.1827,5.2907,4.8452,0.9674,3,2.4604,14496.34,0
9.951,6.7612,7.125,0.6506,3,29.0762,2042.4683,1
